"pilot_id","micro_review_id","workflow_id","item_id","candidate_id","item_category","original_item_text","proposed_source_id","evidence_section_id","evidence_heading","evidence_locator","evidence_summary","support_classification","uae_applicability","safety_review_required","clinician_decision","revised_item_wording","clinician_comment","source_recheck_required","safety_escalation_required","reviewer_name","reviewer_professional_role","reviewer_registration_or_licence_identifier","review_date","decision_status","schema_version"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--matching-alias--alias-9","cand-1afb55ec08e11b8ed1850dd1","aliases_and_matching_terms","Heartburn type pain","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--matching-alias--alias-10","cand-51f82a6c077f9651a8aed713","aliases_and_matching_terms","GERD symptoms","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--matching-alias--alias-11","cand-36d52f3512599cd71219c705","aliases_and_matching_terms","retrosternal burning","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--matching-alias--alias-12","cand-e16b910f061556cd8f3063be","aliases_and_matching_terms","Chest pressure","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--matching-alias--alias-13","cand-6fcd0fa6f890304f252436db","aliases_and_matching_terms","pressure in chest","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--matching-alias--alias-14","cand-4fa7a5a52f528c18b6b58964","aliases_and_matching_terms","tight chest","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--matching-alias--alias-15","cand-eaa77893e1c875b1b4f67a29","aliases_and_matching_terms","non-cardiac chest pain","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s1","cand-dacd9c67c5af70f3f6aa59a6","chips","chest pain","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s2","cand-8c10508afcd9e5b65f9f1850","chips","chest pain character","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s3","cand-39130e66a67a845eec081637","chips","chest pain location","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s4","cand-5acfe97f7739f58719d6375b","chips","radiation","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s5","cand-88ff3e3107bb2b97e0c3c0c7","chips","exertional relation","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s6","cand-188fefd9289fa3a994997656","chips","duration of pain","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s7","cand-5dc0cff85d99dccbdfac1f9f","chips","shortness of breath","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s8","cand-ad308bdb48980a8af846ab3d","chips","palpitations","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s9","cand-1b12a5804514b24429d9715e","chips","heartburn","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s10","cand-d50709f17fe3d241f32059d6","chips","associated sweating","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-symptoms--gp-chest-pain-s11","cand-54d125137ce8920ab76f3960","chips","relieving factors","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-relevant-negatives--gp-chest-pain-n12","cand-553ad1fc599145998027a506","chips","no exertional chest pain","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-relevant-negatives--gp-chest-pain-n13","cand-19f4f7c711aa95c7f6bd523a","chips","no radiation","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-relevant-negatives--gp-chest-pain-n14","cand-66a3030de9ef0e797d55370e","chips","no SOB","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-relevant-negatives--gp-chest-pain-n15","cand-51492aabfbf48fcb7fc3f71d","chips","no syncope","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-relevant-negatives--gp-chest-pain-n16","cand-5ffd0c4f655268b0596c157a","chips","no palpitations","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-relevant-negatives--gp-chest-pain-n17","cand-88997b7c4f95eb6732ac5247","chips","no nausea","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-relevant-negatives--gp-chest-pain-n18","cand-22a9bc67a9b567f9c83df19b","chips","no diaphoresis","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-history","5. History Taking/Symptoms","pages 8–10","Specifies onset, site, character, radiation, severity, exertional and relieving factors, associated symptoms, duration, trauma, travel, and prior testing.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-exam-findings--gp-chest-pain-e19","","chips","vitals stable","","","","","","unsupported","partial_applicability","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-exam-findings--gp-chest-pain-e20","","chips","tachycardia","","","","","","unsupported","partial_applicability","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-exam-findings--gp-chest-pain-e21","","chips","hypertension","","","","","","unsupported","partial_applicability","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-exam-findings--gp-chest-pain-e22","","chips","chest clear","","","","","","unsupported","partial_applicability","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-exam-findings--gp-chest-pain-e23","","chips","chest wall tenderness","","","","","","unsupported","partial_applicability","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-exam-findings--gp-chest-pain-e24","","chips","epigastric tenderness","","","","","","unsupported","partial_applicability","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-exam-findings--gp-chest-pain-e25","","chips","no chest wall tenderness","","","","","","unsupported","partial_applicability","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-exam-findings--gp-chest-pain-e26","","chips","heart sounds normal","","","","","","unsupported","partial_applicability","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-exam-findings--gp-chest-pain-e27","","chips","ECG performed and reviewed","","","","","","unsupported","partial_applicability","false","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-red-flags--gp-chest-pain-r28","","chips","crushing chest pain","","","","","","unsupported","partial_applicability","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-red-flags--gp-chest-pain-r29","cand-ad6b0b214ac70f7fc3ab2890","chips","exertional pain","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-red-flags-referral","9. Red Flags and Referral Criteria","pages 21–27","Lists life-threatening chest-pain patterns, associated breathlessness, syncope, diaphoresis, abnormal physiology, and emergency referral requirements.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-red-flags--gp-chest-pain-r30","cand-ae94c306ffa8d0065e22a3f8","chips","radiation to arm/jaw","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-red-flags-referral","9. Red Flags and Referral Criteria","pages 21–27","Lists life-threatening chest-pain patterns, associated breathlessness, syncope, diaphoresis, abnormal physiology, and emergency referral requirements.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-red-flags--gp-chest-pain-r31","cand-1e8ed3a7fef559a9b8c25c25","chips","syncope","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-red-flags-referral","9. Red Flags and Referral Criteria","pages 21–27","Lists life-threatening chest-pain patterns, associated breathlessness, syncope, diaphoresis, abnormal physiology, and emergency referral requirements.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-red-flags--gp-chest-pain-r32","cand-1afa32d81becb5b69c79bf6c","chips","shortness of breath","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-red-flags-referral","9. Red Flags and Referral Criteria","pages 21–27","Lists life-threatening chest-pain patterns, associated breathlessness, syncope, diaphoresis, abnormal physiology, and emergency referral requirements.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-red-flags--gp-chest-pain-r33","cand-c1cd36d30f629c896c36f83d","chips","diaphoresis","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-red-flags-referral","9. Red Flags and Referral Criteria","pages 21–27","Lists life-threatening chest-pain patterns, associated breathlessness, syncope, diaphoresis, abnormal physiology, and emergency referral requirements.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-red-flags--gp-chest-pain-r34","cand-601eccf1f307766edd2b7f57","chips","abnormal vitals","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-red-flags-referral","9. Red Flags and Referral Criteria","pages 21–27","Lists life-threatening chest-pain patterns, associated breathlessness, syncope, diaphoresis, abnormal physiology, and emergency referral requirements.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-red-flags--gp-chest-pain-r35","","chips","ECG changes","","","","","","unsupported","partial_applicability","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-investigations--gp-chest-pain-i36","cand-bd81219a6d614bec5bf13a7b","chips","ECG ordered","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-investigations","10. Investigations","pages 27–29","Limits testing to the assessed presentation and lists blood studies, chest radiography, ECG, and echocardiography where clinically indicated.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-investigations--gp-chest-pain-i37","cand-2367c72a175ac3f0f28c572d","chips","CXR ordered","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-investigations","10. Investigations","pages 27–29","Limits testing to the assessed presentation and lists blood studies, chest radiography, ECG, and echocardiography where clinically indicated.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-investigations--gp-chest-pain-i38","","chips","troponin ordered","","","","","","unsupported","partial_applicability","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-investigations--gp-chest-pain-i39","cand-96a8332f00aad557bcb31378","chips","CBC ordered","dha-telehealth-chest-pain-v2-2024","dha-chest-pain-v2-investigations","10. Investigations","pages 27–29","Limits testing to the assessed presentation and lists blood studies, chest radiography, ECG, and echocardiography where clinically indicated.","partial_support","uae_specific: Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-plan-phrases--gp-chest-pain-p40","","chips","cardiac risk factors discussed","","","","","","unsupported","partial_applicability","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-plan-phrases--gp-chest-pain-p41","","chips","antacid use per clinician plan","","","","","","unsupported","partial_applicability","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-plan-phrases--gp-chest-pain-p42","","chips","lifestyle advice discussed","","","","","","unsupported","partial_applicability","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-plan-phrases--gp-chest-pain-p43","","chips","urgent reassessment per plan","","","","","","unsupported","partial_applicability","true","","","","","","","","","","pending_clinician_review","1.0.0"
"clinician-review-item-mapping-pilot-001","micro-review-001","gp-chest-pain","gp-chest-pain--chip-plan-phrases--gp-chest-pain-p44","","chips","return precautions discussed","","","","","","unsupported","partial_applicability","true","","","","","","","","","","pending_clinician_review","1.0.0"
