"workflow_number","workflow_id","workflow_title","specialty","item_id","item_category","item_type","item_text","activation_state","current_evidence_status","currently_associated_source_ids","current_uae_applicability_status","safety_classification","clinician_review_required","safety_review_required","candidate_count","candidate_evidence_links"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-16","aliases_and_matching_terms","matching_alias","Cold symptoms","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-17","aliases_and_matching_terms","matching_alias","runny nose","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-18","aliases_and_matching_terms","matching_alias","sneezing","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-19","aliases_and_matching_terms","matching_alias","nasal congestion","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-20","aliases_and_matching_terms","matching_alias","Flu-like illness","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-21","aliases_and_matching_terms","matching_alias","influenza-like symptoms","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-22","aliases_and_matching_terms","matching_alias","viral illness","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-23","aliases_and_matching_terms","matching_alias","myalgia fever","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-24","aliases_and_matching_terms","matching_alias","Upper respiratory infection","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-25","aliases_and_matching_terms","matching_alias","URI","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-26","aliases_and_matching_terms","matching_alias","upper respiratory tract infection","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--matching-alias--alias-27","aliases_and_matching_terms","matching_alias","resp infection","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s1","chips","chip_symptoms","fever","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s2","chips","chip_symptoms","cough","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s3","chips","chip_symptoms","sore throat","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s4","chips","chip_symptoms","runny nose","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s5","chips","chip_symptoms","nasal congestion","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s6","chips","chip_symptoms","body aches","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s7","chips","chip_symptoms","chills","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s8","chips","chip_symptoms","headache","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s9","chips","chip_symptoms","fatigue","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s10","chips","chip_symptoms","decreased appetite","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-symptoms--gp-fever-urti-s11","chips","chip_symptoms","sneezing","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-relevant-negatives--gp-fever-urti-n12","chips","chip_relevant_negatives","no shortness of breath","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-relevant-negatives--gp-fever-urti-n13","chips","chip_relevant_negatives","no chest pain","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-relevant-negatives--gp-fever-urti-n14","chips","chip_relevant_negatives","no neck stiffness","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-relevant-negatives--gp-fever-urti-n15","chips","chip_relevant_negatives","no persistent vomiting","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-relevant-negatives--gp-fever-urti-n16","chips","chip_relevant_negatives","no confusion","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-relevant-negatives--gp-fever-urti-n17","chips","chip_relevant_negatives","no rash","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-relevant-negatives--gp-fever-urti-n18","chips","chip_relevant_negatives","no ear pain","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-relevant-negatives--gp-fever-urti-n19","chips","chip_relevant_negatives","no urinary symptoms","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e20","chips","chip_exam_findings","afebrile","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e21","chips","chip_exam_findings","febrile","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e22","chips","chip_exam_findings","throat congested","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e23","chips","chip_exam_findings","tonsils normal","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e24","chips","chip_exam_findings","tonsillar exudate","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e25","chips","chip_exam_findings","cervical lymphadenopathy","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e26","chips","chip_exam_findings","chest clear on auscultation","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e27","chips","chip_exam_findings","wheezes","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e28","chips","chip_exam_findings","no respiratory distress","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e29","chips","chip_exam_findings","hydration adequate","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-exam-findings--gp-fever-urti-e30","chips","chip_exam_findings","decreased skin turgor","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-red-flags--gp-fever-urti-r31","chips","chip_red_flags","breathing difficulty","optional","unsupported_legacy_review_required","[]","partial_applicability","escalation_or_safety_net","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-red-flags--gp-fever-urti-r32","chips","chip_red_flags","persistent high fever","optional","unsupported_legacy_review_required","[]","partial_applicability","escalation_or_safety_net","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-red-flags--gp-fever-urti-r33","chips","chip_red_flags","confusion","optional","unsupported_legacy_review_required","[]","partial_applicability","escalation_or_safety_net","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-red-flags--gp-fever-urti-r34","chips","chip_red_flags","neck stiffness","optional","unsupported_legacy_review_required","[]","partial_applicability","escalation_or_safety_net","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-red-flags--gp-fever-urti-r35","chips","chip_red_flags","dehydration","optional","unsupported_legacy_review_required","[]","partial_applicability","escalation_or_safety_net","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-red-flags--gp-fever-urti-r36","chips","chip_red_flags","immunocompromised state","optional","unsupported_legacy_review_required","[]","partial_applicability","escalation_or_safety_net","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-red-flags--gp-fever-urti-r37","chips","chip_red_flags","petechial rash","optional","unsupported_legacy_review_required","[]","partial_applicability","escalation_or_safety_net","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-plan-phrases--gp-fever-urti-p38","chips","chip_plan_phrases","supportive care discussed","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-plan-phrases--gp-fever-urti-p39","chips","chip_plan_phrases","hydration advised","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-plan-phrases--gp-fever-urti-p40","chips","chip_plan_phrases","rest advised","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-plan-phrases--gp-fever-urti-p41","chips","chip_plan_phrases","antipyretic use as per clinician plan","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-plan-phrases--gp-fever-urti-p42","chips","chip_plan_phrases","return precautions discussed","optional","unsupported_legacy_review_required","[]","partial_applicability","escalation_or_safety_net","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-plan-phrases--gp-fever-urti-p43","chips","chip_plan_phrases","sick leave advised","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-follow-up--gp-fever-urti-f44","chips","chip_follow_up","3 days if not improving","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--chip-follow-up--gp-fever-urti-f45","chips","chip_follow_up","sooner if worsening","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-default-duration-options--default-duration-options-1","speed_preset","preset_default_duration_options","today","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-default-duration-options--default-duration-options-2","speed_preset","preset_default_duration_options","1-3 days","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-default-duration-options--default-duration-options-3","speed_preset","preset_default_duration_options","3-7 days","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-default-duration-options--default-duration-options-4","speed_preset","preset_default_duration_options","more than 1 week","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-symptoms--prechecked-symptoms-1","speed_preset","preset_prechecked_symptoms","fever","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-symptoms--prechecked-symptoms-2","speed_preset","preset_prechecked_symptoms","cough","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-symptoms--prechecked-symptoms-3","speed_preset","preset_prechecked_symptoms","sore throat","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-relevant-negatives--prechecked-relevant-negatives-1","speed_preset","preset_prechecked_relevant_negatives","no shortness of breath","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-relevant-negatives--prechecked-relevant-negatives-2","speed_preset","preset_prechecked_relevant_negatives","no chest pain","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-relevant-negatives--prechecked-relevant-negatives-3","speed_preset","preset_prechecked_relevant_negatives","no neck stiffness","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-exam-findings--prechecked-exam-findings-1","speed_preset","preset_prechecked_exam_findings","afebrile","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-exam-findings--prechecked-exam-findings-2","speed_preset","preset_prechecked_exam_findings","febrile","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-exam-findings--prechecked-exam-findings-3","speed_preset","preset_prechecked_exam_findings","throat congested","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-plan-phrases--prechecked-plan-phrases-1","speed_preset","preset_prechecked_plan_phrases","supportive care discussed","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-plan-phrases--prechecked-plan-phrases-2","speed_preset","preset_prechecked_plan_phrases","hydration advised","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-plan-phrases--prechecked-plan-phrases-3","speed_preset","preset_prechecked_plan_phrases","rest advised","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-follow-up--prechecked-follow-up-1","speed_preset","preset_prechecked_follow_up","3 days if not improving","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--preset-prechecked-follow-up--prechecked-follow-up-2","speed_preset","preset_prechecked_follow_up","sooner if worsening","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--history-draft--default-history-draft","history_draft","history_draft","Patient presents with fever and upper respiratory tract symptoms for [duration]. [Cough/nasal congestion/sore throat status]. [Associated symptoms if any]. [Relevant negatives reviewed]. [Additional history].","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--temperature","exam_prompts","examination_prompt","Documented if assessed or measured. Temperature documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--heart-rate","exam_prompts","examination_prompt","Documented if assessed or measured. Heart rate documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--respiratory-rate","exam_prompts","examination_prompt","Documented if assessed or measured. Respiratory rate documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--oxygen-saturation","exam_prompts","examination_prompt","Documented if assessed or measured. Oxygen saturation documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--general-appearance","exam_prompts","examination_prompt","Documented if assessed or measured. General appearance documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--hydration-status","exam_prompts","examination_prompt","Documented if assessed or measured. Hydration status documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--oropharynx","exam_prompts","examination_prompt","Documented if assessed or measured. Oropharyngeal examination documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--tonsillar-status","exam_prompts","examination_prompt","Documented if assessed or measured. Tonsillar appearance documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--cervical-lymphadenopathy","exam_prompts","examination_prompt","Documented if assessed or measured. Cervical lymphadenopathy documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--chest-auscultation","exam_prompts","examination_prompt","Documented if assessed or measured. Chest auscultation documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--chest-wall","exam_prompts","examination_prompt","Documented if assessed or measured. Chest wall examination documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--rash","exam_prompts","examination_prompt","Documented if assessed or measured. Skin rash documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--examination-prompt--meningeal-signs","exam_prompts","examination_prompt","Documented if assessed or measured. Meningeal signs documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--investigation-documentation-option--1-1-temperature-recorded","investigation_options","investigation_documentation_option","Reviewed if relevant. Reviewed. Clinician-entered Temperature recorded.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--investigation-documentation-option--2-1-cbc-reviewed","investigation_options","investigation_documentation_option","Reviewed if relevant. Reviewed. Clinician-entered CBC reviewed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--investigation-documentation-option--2-2-crp-reviewed","investigation_options","investigation_documentation_option","Reviewed if relevant. Reviewed. Clinician-entered CRP reviewed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--investigation-documentation-option--2-3-rapid-test-reviewed","investigation_options","investigation_documentation_option","Reviewed if relevant. Reviewed. Clinician-entered Rapid test result reviewed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--investigation-documentation-option--3-1-chest-imaging-reviewed","investigation_options","investigation_documentation_option","Reviewed if relevant. Reviewed. Clinician-entered Chest imaging reviewed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--plan-documentation-option--1-1-gp-fever-urti-supportive-advice","plan_options","plan_documentation_option","Supportive care advice documented if discussed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"1","gp-fever-urti","Fever","General Medicine / GP","gp-fever-urti--plan-documentation-option--1-2-gp-fever-urti-hydration-rest","plan_options","plan_documentation_option","Hydration and rest advice documented if discussed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
